"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"63";"0";"0";"31";"6900361";"-77";"508";"2";"2";"1";"60fcd40b0927f090117e8a64";"3";"4";"1";"1";"4";"2";"3";"5";"1";"3";"1";"5";"1";"5";"5";"5";"9";"9";"10";"2";"boat driver";"20";"1";"-77";"7";"2";"-77";"-77";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"5";"5";"7";"4";"5";"7";"5";"7";"4";"1";"2";"4";"5";"4";"3";"5";"5";"3";"2";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"efcfe19df34c8414e23b87bd8b56215f";"2";"0";"1627473090";"2021-07-28 11:51:30";"2021-07-28 11:59:58";"0000-00-00 00:00:00";"13";"317";"419";"190";"340";"451";"23";"178";"27";"18";"494";"505";"508";"6";"40";"43";"470";"329";"ca19c6233923579d8041e9b0ccd4bf6b"
"65";"0";"0";"31";"6941341";"-77";"28";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/170.0.386351093 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"1";"0";"-77";"-77";"e00f2d85264736ba5c08afae6f03b17f";"2";"0";"1627473099";"2021-07-28 11:51:39";"2021-07-28 11:52:07";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"0";"0";"-77"
"66";"0";"0";"31";"6900361";"-77";"1367";"1";"2";"1";"60fbfe8f1a8fa1e6c00eeceb";"7";"7";"6";"7";"7";"2";"4";"5";"1";"3";"4";"4";"2";"5";"4";"5";"1";"1";"33";"1";"Supervisor";"34";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"6";"6";"3";"7";"7";"6";"7";"7";"6";"7";"5";"5";"5";"6";"6";"6";"3";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"f22dcdc08d89941e4305f1789c60678d";"2";"0";"1627473108";"2021-07-28 11:51:48";"2021-07-28 12:14:35";"0000-00-00 00:00:00";"14";"857";"1172";"348";"879";"1207";"24";"346";"32";"19";"1353";"1364";"1367";"9";"50";"65";"1296";"876";"5a3ea30098d86e97af5e38bc71828fce"
"68";"0";"0";"31";"6900361";"-77";"956";"2";"2";"1";"61006ef97b3147b00cccf8cd";"1";"3";"4";"2";"4";"2";"2";"5";"1";"2";"2";"5";"4";"5";"1";"4";"9";"9";"3";"2";"Retail Store Manager";"23";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"5";"5";"6";"3";"3";"6";"1";"5";"3";"1";"4";"5";"1";"5";"5";"6";"1";"6";"4";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"72e513e830d6361d13db4523e7ccf314";"2";"0";"1627473142";"2021-07-28 11:52:22";"2021-07-28 12:08:18";"0000-00-00 00:00:00";"63";"642";"809";"441";"689";"858";"139";"410";"197";"128";"913";"943";"956";"48";"245";"273";"890";"662";"9f1a755c5292005d5c1d2ecc5e780ade"
"69";"0";"0";"31";"6900361";"-77";"648";"1";"2";"1";"6100f97a93ced3bf606577f7";"8";"7";"7";"8";"8";"2";"4";"4";"4";"2";"1";"1";"4";"4";"4";"4";"2";"2";"28";"1";"Military";"50";"1";"-77";"7";"2";"-77";"-77";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"3";"5";"3";"4";"3";"4";"4";"5";"4";"4";"4";"3";"5";"3";"4";"4";"3";"4";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"64cce4b92809e13b195604f603841dbc";"2";"0";"1627473143";"2021-07-28 11:52:23";"2021-07-28 12:03:11";"0000-00-00 00:00:00";"24";"393";"538";"283";"413";"570";"120";"269";"123";"32";"630";"645";"648";"14";"141";"151";"611";"403";"ec3e20a7158b41d5122770d1b2304ee4"
"70";"0";"0";"31";"6900361";"-77";"613";"2";"2";"1";"61002dd4b4b73004d5db735d";"1";"1";"1";"1";"1";"2";"2";"4";"4";"2";"1";"5";"3";"2";"4";"5";"9";"9";"10";"2";"Marketing Executive";"28";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"6";"6";"7";"2";"2";"5";"6";"5";"3";"1";"3";"6";"3";"6";"4";"3";"5";"5";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"36607c52f8a1e92b686d3196a1106f2b";"2";"0";"1627473165";"2021-07-28 11:52:45";"2021-07-28 12:02:58";"0000-00-00 00:00:00";"38";"385";"516";"257";"415";"552";"62";"233";"78";"50";"588";"607";"613";"25";"103";"117";"571";"397";"cb16807954c66f0426677a7e87376e94"
"71";"0";"0";"31";"6900361";"-77";"444";"1";"2";"1";"6100c7082e250d1b4f5e78a5";"9";"1";"3";"8";"7";"2";"4";"5";"2";"2";"1";"4";"2";"5";"5";"5";"1";"1";"45";"2";"Teacher";"27";"1";"-77";"7";"2";"-77";"-77";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"7";"7";"3";"1";"2";"5";"5";"7";"1";"2";"2";"1";"4";"5";"5";"7";"7";"2";"5";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"5040707f8255c0a71938487e449785cf";"2";"0";"1627473294";"2021-07-28 11:54:54";"2021-07-28 12:02:18";"0000-00-00 00:00:00";"25";"273";"367";"182";"288";"398";"36";"170";"44";"29";"426";"441";"444";"17";"58";"66";"416";"281";"9435aa7baeba011b32a33971850ca44f"
"72";"0";"0";"31";"6900361";"-77";"834";"2";"2";"1";"60ffea6791b8a6fca294f97c";"3";"3";"3";"1";"3";"2";"2";"4";"2";"4";"4";"4";"2";"4";"2";"4";"9";"9";"6";"1";"Student";"18";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"5";"7";"2";"6";"2";"6";"1";"7";"2";"7";"6";"6";"2";"6";"4";"2";"6";"1";"6";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"73404db2b296f8339968dd51b82d9624";"2";"0";"1627473324";"2021-07-28 11:55:24";"2021-07-28 12:09:18";"0000-00-00 00:00:00";"37";"608";"742";"482";"654";"771";"258";"452";"272";"243";"820";"832";"834";"13";"306";"318";"798";"623";"11a1c4a41cb28dc5fb098b8b37ff4eb2"
"73";"0";"0";"31";"6900361";"-77";"852";"2";"2";"1";"60fec952d2fe723f20788beb";"3";"5";"3";"2";"2";"2";"4";"5";"4";"1";"4";"4";"5";"4";"5";"2";"8";"7";"10";"2";"student";"20";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"5";"5";"3";"3";"6";"3";"5";"5";"2";"5";"5";"4";"6";"5";"3";"4";"5";"5";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"ee841d3eaa046c45100cd5805bff07ac";"2";"0";"1627473327";"2021-07-28 11:55:27";"2021-07-28 12:09:39";"0000-00-00 00:00:00";"20";"479";"747";"263";"645";"788";"33";"245";"34";"25";"823";"849";"852";"11";"107";"108";"811";"490";"ca0d961f6f3a3e11d2ae48598add1c52"
"74";"0";"0";"31";"6941341";"-77";"11";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"0";"0";"-77";"-77";"4c9b7ffcca352229e71f1db01560c46d";"2";"0";"1627473334";"2021-07-28 11:55:34";"2021-07-28 11:55:45";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0";"0";"-77"
"76";"0";"0";"31";"6941341";"-77";"8";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"1";"0";"-77";"-77";"8f170013b4536fd7c96c9b45a91390da";"2";"0";"1627473362";"2021-07-28 11:56:02";"2021-07-28 11:56:10";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"-77"
"77";"0";"0";"31";"6900361";"-77";"548";"2";"2";"1";"60fe18d3fbe55f58560251c8";"3";"2";"3";"2";"2";"2";"4";"4";"2";"2";"2";"3";"1";"5";"5";"4";"8";"8";"10";"2";"educator";"23";"1";"-77";"7";"2";"-77";"no";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"5";"6";"6";"3";"3";"5";"5";"5";"4";"2";"2";"4";"5";"2";"4";"5";"5";"4";"4";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"248038eb074b05362f421a6ae9847ded";"2";"0";"1627473364";"2021-07-28 11:56:04";"2021-07-28 12:05:12";"0000-00-00 00:00:00";"25";"347";"451";"203";"366";"495";"41";"190";"50";"31";"530";"544";"548";"15";"64";"78";"519";"356";"b41daf238df6069f56d7e3d49f72ed9d"
"78";"0";"0";"31";"6900361";"-77";"763";"2";"2";"1";"60f444d722ad3262fcc1d613";"1";"1";"1";"1";"1";"2";"1";"5";"3";"4";"4";"4";"3";"5";"2";"5";"9";"9";"10";"2";"senior care giver";"27";"1";"-77";"7";"2";"-77";"i enjoyed this one very much however i tried to click on the person i wanted to throw the ball to and it took ages and then they wouldnt pass me the ball again. had fun though. ";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"6";"6";"6";"3";"5";"4";"1";"6";"4";"1";"1";"1";"5";"6";"7";"4";"4";"5";"4";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"d411af87f531a607264d87f0ecca38ca";"2";"0";"1627473381";"2021-07-28 11:56:21";"2021-07-28 12:09:04";"0000-00-00 00:00:00";"35";"420";"572";"251";"454";"616";"45";"228";"66";"41";"704";"718";"763";"15";"100";"117";"669";"436";"2b0095fb0febb03b838bee14fd2ac9ca"
"79";"0";"0";"31";"6900361";"-77";"667";"1";"2";"1";"60fd490dcccc2f1d16528e99";"6";"6";"6";"5";"7";"2";"4";"5";"5";"5";"1";"3";"3";"1";"1";"5";"2";"2";"40";"2";"University student studying Engineering and Science";"18";"1";"-77";"7";"2";"-77";"-77";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"5";"5";"7";"5";"4";"7";"6";"7";"3";"2";"2";"6";"5";"5";"7";"5";"5";"6";"3";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"86febbb368c8f56dc75f7a583867af70";"2";"0";"1627473386";"2021-07-28 11:56:26";"2021-07-28 12:07:33";"0000-00-00 00:00:00";"23";"361";"529";"238";"395";"564";"52";"206";"55";"33";"641";"664";"667";"14";"80";"86";"593";"376";"57542998463de31f8df21ede6526e273"
